commercial_id,title,transcription,log_prob
FevaPRZCuwc.s9,rasoi Bic,Signor B cosa bisogna fare prima di radasi al mattino? Bisogna sveglia persi! E a questo prrr... Non aggiunga altro ho gia capito vado,-0.9236772977388822
Fgr50GU4XXA.s32,"telefonini i.Tim (con Kasia Smutniak, ♪ Musica: Everywhere - Michelle Branch ♪)",Ma da questo?,-0.7796751431056431
fiBQfvDsnlI.s6,raccolta punti Regalissimi Idee 96 Kinder e Ferrero,Costante Ma ne mangiate molte di merendini a kinder e ferrero ecco bambini figurati e mi regalaresti qualche punto ferma lì sorellina scusa non faceva l'altra colta ma questi sono regalissimi Certo che se mi aiutassi un po svegliati hai tutto il tempo che vuoi ci sono ancora sette mesi Daguzini per kinder e ferrero idee per frullare per tostare idee per grigliare regalissimi 96 fino ad agosto con i punti kinder e ferrero Guarda che ti vedo,-0.3572086177460135
FIPCZNo3yYk,Haier in campo con un nuovo spot per ATP Finals Torino,,
fj8FzWqt07Y,Air Action Vigorsol Chewing Gum - TV Spot 2009,"Air Action Vigorsol, a fresh air explosion. Air Action Vigorsol, a fresh air explosion.",-0.5538392066955566
fkgvFPN92v0.s24,Fisherman's Friend caramelle al mentolo,その手で止まってるわだってフォーティーフィッシャーになるさフォーティー フォーティー フォーティー フォーティーフォーティー フォーケティー フィッシャーマンスフェン,-0.3450851043065389
fkgvFPN92v0.s8,"Fiat Stilo (Location: Bipielle Center - Lodi, ♪ Musica: Vorrei che fosse amore - Mina ♪)","Vorrei che fosse amore, amore è quello vero, la cosa che io sento che mi fa pensare a te. Vorrei che fosse amore, amore è quello vero, la cosa che io sento che mi fa pensare a te.",-0.3196789026260376
FkJvBkOXGxU.s15,linea Nidra al latte,è il momento di Nidra a bagno latte neutro e delicato con le proteine nobili del latte Nidra a bagno latte deterge e distende rinfresca e rende morbida la tena in modo naturale linea Nidra al latte naturalmente neutra linea Nidra al latte,-0.2650184903826032
fMGTuuK94rI,Spot TV PlayStation 2 - Mountain 2004,"The train is coming, I hear it just in time. I hear the cow is moving and it's rumbling through the land. Oh, get on board. Get on board, get on board, get on board. Oh, little children, they're going to get more. She's there and now the station. Oh, center, don't be vain. But come and get your tickets and be ready for this train. Oh, get on board. Get on board, get on board, get on board. Oh, get on board. Little children, they're going to get more.",-0.3971225408118541
FNgd-ARXyr4.s6,Volkswagen Golf GTI,Volkswagen Golf GTI Volkswagen automóviles,-0.5767393112182617
FSD5gn1kEjg.s68,detersivi Spuma di Sciampagna,Spuma di Sciampagna,-0.762795607248942
FSD5gn1kEjg.s69,collezione Sampei Hobby & Work,"Ritorna Sampei, il ragazzo pescatore con le sue fantastiche avventure. Sampei è amore per la pesca e l'avventura, rispetto per la natura e senso dell'amicizia. Inedicola da Hobby & Work.",-0.23346964518229166
FSD5gn1kEjg.s73,cerotti nasali RespiraBene,,
FSD5gn1kEjg.s82,offerte Opel,"Oggi puoi avere tutto e puoi avere il meglio. Solo Opel ti offre di serie su tutta la gamma le SP Plus, il più avanzato sistema di controllo della stabilità consigliato da quattro ruote, Astra, Meriva e Zafira. Il 31 dicembre scadono i massimi incentivi statali, l'esenzione Polo, gli incentivi Opel e il tasso zero. Ora o mai più, i concessionari Opel ti aspettano. Sottotitoli creati dalla comunità Amara.org",-0.20286872607319295
FxA7uWUXnFI,TENA Discreet Protect+ Maxi Campagna 2024 10s IT,Now isn't it time?,-2.7839264339870877
fxfHiLI7UAo,Nuvenia #bloodnormal,"The Scarlet Chariot in Needling Hall, the Pomegranate Molasses. The Scarlet Chariot in Needling Hall, the Pomegranate Molasses. The Scarlet Chariot in Needling Hall, the Pomegranate Molasses. The Scarlet Chariot in Needling Hall, the Pomegranate Molasses. And I pulled out a pad, and it was like I had my own hall pass. Thank you for watching!",-0.6534561243924227
fyRPRpzH1fk,Togo - BRIDGE 2008,"Togo, nuovo Togo Taroon. Cioccolato, cereali e sfoglia croccante. In un appassionante mix.",-0.9668411627048399
g1COU1yGt1o,Spot Sky Contabile 2005,"Sottotitoli creati dalla comunità Amara.org Solo con Sky le emozioni non si contano. Sei proprio sicuro di voler pagare ogni volta tutto quello che vedi? Con un abbonamento Sky, invece, sei libero di scegliere tutto quello che vuoi. Perché solo con Sky le emozioni non si contano.",-0.391907860251034
g2o5qOXjmR0.s18,Ford Escort Voyager,Prendi in largo. Prendi Voyager.,-0.9095092349582248
g2o5qOXjmR0.s20,shampoo toner Studio Line L'Oreal,Studio L'Oreal,-0.7268291711807251
g2o5qOXjmR0.s7,Crodino Crodo,"Per i tuoi momenti d'oro, stappa un Crodino. influenced Rodino",-0.6228127252487909
G7IEx_VVaU8.s14,TV LCD Bravia Sony,To call her hands up up To lean on would have been good enough For me to call her hands up up To lean on would have been good enough To lean on would have been good enough,-0.5713494982038225
G7IEx_VVaU8.s3,Trilogy Un diamante è per sempre DTC,Lei ricorderà sempre questo Natale. Come dipende solo da te. Trilogy Un diamante è per sempre DTC,-0.7596540036408798
gahHjUw98p4,Nuovo SUV Renault Austral E-Tech hybrid - tech control. take control,"Google Play tech control Hey Google, play tech control. Yeah yeah, hey All you want is a piece of mind In a happy place that we all need to find Because you work all day and sleep all night No time for yourself to feel alright Counting the days like 1, 2, 3, 4, 5 Trying to part from darkness to see more light But your manager harassing you to be on time While looking in the mirror like this can't be your life Never feel that your future's wasted When you deal with pursuing greatness If your soul is a damsel, rest on stress cause you can save it Don't let anybody take it from you Stay strong even when they wrong you When you work till you go, know the worth of your soul If you don't then mate, it's on you Know your value and never forget, stay sharp on your path to whatever is next Get a respect when they measure your depth from every breath in your chest Never settle in for anything less Don't let them take all your time You need to take all your time You have to take all your time That's right Don't let them take all your time You need to take all your time You need to take all your time You have to take all your time You need to take all your time You need to take all your time You have to take all your time You need to take all your time You need to take all your time You need to take all your time",-0.750323254129161
GA-YeA75_Yc.s13,Morositas Perfetti,Morositas Morbitadita,-0.9947495460510254
GA-YeA75_Yc.s24,dentifricio Defend Colgate,Defend Colgate,-0.8948131288800921
gb1pLdqJK_k,Spot _ Vari prodotti Dragon Ball Z (2007),www.sottotitoli.com,-0.5567729473114014
gCJ09pp4l-o.s8,Nescafè Nestlè,Nescafè Coffee Nescafè Coffee,-0.8516572316487631
GcSaDmHRV2s.s21,Star Tea,"Testa, una tazza di tè. Una fetta di mondo.",-0.8063784326825824
GcSaDmHRV2s.s22,Sofficini Findus,Cations,-5.250244522094727
GcSaDmHRV2s.s26,profumo Euforia Atkinsons,Euforia Euforia एक खुंटजोसा मौवो दि आटकिंसोंस,-0.6824555397033691
GcSaDmHRV2s.s37,pasta Barilla,stew singer for all your will.,-4.463909149169922
GcSaDmHRV2s.s38,assorbenti Intervallo Lines,Intervallo Lines Intervallo Lines,-0.8454916477203369
GcSaDmHRV2s.s47,liquore Gala Caffè,O Launch Group Gala Caffe Insieme come per magia.,-3.765191591702975
GcSaDmHRV2s.s51,birra Dreher,"Fatima Dreher, c'è più gusto!",-0.7856179646083287
ghtr1vxsdbs.s4,Riso Scotti Oro (con Gerry Scotti),"Piena Mundo Oro, Oro, Oro, quando... Dottor Scotti, due ore di ritardo tranquillo il suo riso non scuocce, e riso Scotti Oro? Oro, Oro, Oro, Oro, quando...",-0.487224851335798
ghtr1vxsdbs.s52,pay-tv Stream,la nuova tv digitale orientala parabola diventate te le indipendenti abbonatevi a stream i primi sei mesi sono gratis per abbonarvi chiamate l' 167 567 665,-0.4266878995028409
ghtr1vxsdbs.s57,Iodosan GolaMed,"Contro il mal di Gola, vittoria sicura, sono medicinari, leggera attentamente il foglio illustrativo.",-0.38647110321942496
GJL4rOSb7a8,POMPEA SPOT - 2002 (MODELLA BELLISSIMA),"Dressi, non stressi. POMPEA. Vestire POMPEA. Non strappa, non stringe, non stressa.",-0.4022933809380782
Gn2ezBtZa9s.s4,Citroen AX First CD,"Regalo Tom, sassofonista. E io sono la regina di Inghilterra. Citroen AX First Compact Disc, l'auto della nuova generazione.",-0.4565588194748451
go9yUpyLIXU,DR5 1.6 GPL - spot con Anna Falchi Aprile 2009,DR5 1.6 GPL Dr5 1.6 GPL,-0.648188304901123
gUb8_ZTT72Y,PlayStation 3 - Assassin's Creed - Spot TV Italia (2007),Windows 8,-3.5810562133789063
gw0rqXiifVM.s22,"Citroen Visa GTI (""Vavavuma"")",Aren't you going to cut facility Only due to cancer... Do not meet your system Take the Lord Daddy. Say feet.,-4.440785283627718
gYjU9CuPwyE,Seat Leon Spot 2005 (PUB ITA),Seat Leon Spot 2005,-0.8721697330474854
H-0qSBLKypM,Nuova Ford Puma ST | Ford Italia,Ford Puma ST Ford Puma ST,-0.9179248128618512
H284aXuUMfI,Spot Sky Fuffy 2005,"Sottotitoli creati dalla comunità Amara.org Mamma! Mamma! Posso venire nel lettone con voi? Papà! Dai, vieni! Posso portare anche Fuffy? Ecco! Porta anche Fuffy! Fuffy! Buonanotte! È bello che tuo figlio sia in buona compagnia. Con 11 canali pensati solo per lui, Sky ti sorprende sempre.",-0.3111680961516966
H2EBA8SaR_4,Musica pubblicità Intimissimi Auguri Natale 2012,Musica pubblicità Intimissimi Auguri Natale 2012 Musica pubblicità Intimissimi Auguri Natale 2012,-0.5306927176082835
h5VDuP1B2hw.s21,892 892,892 892,-0.8510657719203404
h5VDuP1B2hw.s23,Lancia Ypsilon MomoDesign,La nuova lancia Ypsilon MomoDesign è città! La nuova lancia Ypsilon MomoDesign è città!,-0.6261721187167697
h5VDuP1B2hw.s37,Sgrassatore Ultra Ajax Professional,Sgrassatore Ultra Ajax Professional Sgrassatore Ultra Ajax Professional,-0.5085367202758789
h5VDuP1B2hw.s73,RedBull,RedBull ti mette le ali RedBull ti mette le ali,-0.4400009314219157
h5VDuP1B2hw.s75,Pop Corn Maker Ariete,sempre!,-0.8667003631591796
h5VDuP1B2hw.s77,piastra capelli Remington,e vivere.,-0.8713256290980748
h6A-10gTZp0.s4,gas metano Snam,"constant undulating The metal, Tznam, brings it from many countries of the world, with a journey that crosses the sea and the earth in harmony with nature, to make it bloom in our homes, to make life warmer. The clean sky, Tznam, the heart of the metal.",-5.319586617606027
H6EjVg46UPE,Rovagnati. Pronti per voi - spot 2004,Sottotitoli creati dalla comunità Amara.org Rovagnati.,-0.3676404672510484
h9jQ7OLJhTE,Spot Sky Calcio Thinkbig 2005,"Simon FioreAndrieryeon presentation VIN cribbers Chi- closer to uselessness è l'ora dell'allenamento ancora? Bari? Coraggio! Secondo te andrai da titolare? Speriamo, io ce la metto... Riscola! Oh, perchè? Eh, quante storie! È iniziato da molto? Il calcio Sky è sempre più grande! La serie A, tutta la UEFA Champions League e i Mondiali FIFA 2006",-4.484197763296274
HAVj90EP8dg,Introducing the All-New Lexus LBX,"answering Space For my body Push the sides apart, this is what I'm controlling It's the mold, the inside that I carve This will be my monument This will be the beacon when I'm gone Gone, gone, when I'm gone Gone, gone, when I'm gone So that when the moment comes I can say I did it Now with love, love, love, love With love, love, love With love, love, love, love With love, love, love, love With love, love, love, love",-3.862576411320613
hBH464YrhGQ.s13,collant Golden Lady,"Golden Lady, grande amica",-0.47217681672837997
h-Ec6F5WTVM.s7,Martini Rosso,"They say opposites always attract You can see that it must be a fact Look at you, look at me, and that's what you'll see It's not what I do, it's more what I don't It's the things that you will, the things that I won't Where's the attraction? The bittersweet satisfaction? Is it that both of us know how Martini Rosso?",-0.15024167072923877
HgKvI07MQLo,Spot Pubblicita Audi A3 Sportback Raiuno 2008,A3 Sportback Raiuno 2008 www.file-file.com,-0.7520154317220052
HGYrMqC9X6A,Spot 206 SW - Peugeot - 2002,Scoprite la sabato 14 e domenica 15. Scoprite la sabato 14 e domenica 15.,-0.7230446338653564
h-I2QT5tWhI,PlayStation 3 - PlayStation Move - Spot TV 1 Italia (2010),"È arrivato PlayStation Move. Vivi una nuova esperienza di gioco con PlayStation 3. Accendi il controller, divertiti con la tua famiglia, con i tuoi amici e diventa il protagonista dell'azione. Con PlayStation Move sei al centro del divertimento. PlayStation 3 è ancora di più. Guarda i film in HD e scopri la magia del 3D. PlayStation 3, il gioco è solo l'inizio. Sottotitoli creati dalla comunità Amara.org",-0.14414041130631058
HI9XKImYBGQ,Spot Pubblicita Renault Clio   Italia1 2003,Renault Clio   Italia1 2003,-0.6291031837463379
HIWrColx9Sw.s2,gioielli oro Gold Market - Milano,Orro momenti d'amore momenti gold market gold market nella via dei transiti mm pasteur Milano,-0.4174799919128418
HktvMN5SU-4,Spot - Breil Milano(confessionale) - Novembre 2006,"Love, Love, Love, Love and War Love, Love, Love, Love and War",-0.879328727722168
HM_yatB9YIs.s21,antigelo Paraflu Fiat,"Paraflu è solo Fiat, fatemi rispettare.",-0.48661984337700737
HM_yatB9YIs.s26,profumo Armani,Okay.,-0.9911911964416504
HM_yatB9YIs.s39,Pandoro Bauli,Bauli,-0.7825879573822021
HM_yatB9YIs.s46,profumi Trussardi,ڈو ساردی پیدافہ,-0.9222235083580017
HM_yatB9YIs.s54,autoradio Pioneer,Completely 真的,-6.244462966918945
HM_yatB9YIs.s57,Simac,.,-0.3987065851688385
hmXdOejBqe0.s2,rasoi Gillette SensorExcel,"Gillette presenta Sensor, il nuovo sistema, la nuova tecnologia che cambierà il tuo modo di raderti per sempre. Le due lame di sensor sono montate su molle straordinariamente sensibili e ciascuna sente in ogni momento le caratteristiche uniche del tuo riso e ti si adatta automaticamente. Nessun altro rasoio rade più a fondo. Il nuovo rivoluzionario Gillette Sensor, la rasatura migliore che un uomo possa ottenere. Sottotitoli creati dalla comunità Amara.org",-0.1348512034770871
hmXdOejBqe0.s35,scarpe Nike Air 180,"Dinto, Dinto, ¿estás bien? ¿Estás bien? Por favor, hay una pesca suave aquí.",-0.9344838261604309
hmXdOejBqe0.s39,scarpe Nike air trainer E,Oh,-0.8618189692497253
hmXdOejBqe0.s43,linea scuola Top Gun Auguri Mondadori,Scopi la supersonica linea Top Gun nelle milioni cartolerie!,-0.5539435886201405
hmXdOejBqe0.s5,Renault 21,Renault 21 Voglia di vederla,-0.7028967312404087
hmXdOejBqe0.s8,Neo Nisidina De Angeli (trattamento di mal di testa),Nel Nisidina per dimenticare il mal di testa. Evitare l'uso prolungato può avere effetti collaterali. Leggere attentamente le vertezze.,-0.4560593729433806
Hn1aG9RMrbs.s5,Tele2,Canone Telecom? No grazie! Da oggi su Rete Tele2 a partire da meno di 9 euro al mese fai urbane interurbane illimitate e non paghi il Canone Telecom! Canone Telecom? No no grazie! Chiamatele 2 al 19 22,-0.32280635833740234
Hob_yJfaHqc.s34,acqua Sangemini (♪ Musica: Barbara Ann  - Beach Boys ♪),"Sangemini, salute!",-0.9372968673706055
Hob_yJfaHqc.s81,ammorbidente Ver Nel 3 (con Ferruccio Amendola),"Un vernel 3 è tre volte concentrato, così ogni tappo vale ben tre tappe di vernel normale. E allora? Giusto lei! Era ora! Proprio comodo il vernel 3, un flaconcino così piccolo, con dentro così tanta morbidezza. La morbidezza è imbattibile di vernel? E' un po' spesso, ma a me è un po' più. Allora, come stai? Mi piace, come stai? Mi piace, mi piace. Mi piace, mi piace. Mi piace, mi piace. Mi piace, mi piace. Mi piace, mi piace. Questo l'avrei detto io. Beh...",-0.9196621981534091
Hs0ZsUWS-Mo.s5,stampanti Canon,How to Grandma's bloody screw up,-4.841319274902344
HsRsH6nE6-4.s2,mensile Tutto,"Tutto, la rivista che non finisce mai, questo è il mio libro. Questo mese ti da doppio popter, baglioni e gli haha, gli urop e hour jump, il sandremo che piace a noi. Ogni mese se vuoi tutto, prendi tutto.",-0.8882845015752883
hZ4iFrmFI1o,"Spot ""Fiat"" (con Francesco Totti - 2002)","Stop perfetto di Bobo Ieri Vieni su per un avversario 2, 3, vieni in area sabile Seribili agilmente l'ultimo difensore Vieni, tira, faro Ma arriva Totti Goal! Totti! Un fuori classe Ama vivere grandi emozioni Anche quando guida Watch out! Sottotitoli creati dalla comunità Amara.org",-0.5516680923162722
hzfqEkvlGxk.s5,Land Rover Freelander,The last flagohhh obligation First guts,-6.974567413330078
i13TYeynKCk.s20,succhi di frutta G,frutta la frutta frutta la frutta frutta la frutta bravo! sfrutta la frutta! bravo! sfrutta la frutta dei succhi G,-0.7104364122663226
i13TYeynKCk.s29,Adidas,A wouldn't it...,-3.7944846153259277
i13TYeynKCk.s9,mensile Class,"Clas, clas se perdirge. Clas, il mensile de la clas. Clas, clas se perdirge. Clas, il mensile de la clas.",-0.810931396484375
i6cw0KNIQPQ,Air Action Vigorsol Spot  2013,Gain HPs and Use movement speed. Gain θαρ curdSAB. Ah! Air Action Figurusel. A fresh air explosion.,-5.133274396260579
I8vDSHlRVII,Spot NOW (Sky) - agosto 2021,"7 full feet Spotietnam Hai calcio, motori, tennis, basket e tutto lo sport di Sky in streaming. I tuoi sport, la nostra passione.",-2.4915871620178223
I9Sq4nCFcDs.s11,Aspirina03 Bayer,Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer Aspirina03 Bayer,-0.8494901657104492
iEclJxSVJZQ,Spot nuova gamma Audi A3 - 2013,faster That 디對啊 Sandy Drink street headquarters you,-6.360887145996093
if0P1MxVNVI.s31,Alfa Romeo 159 (♪ Musica: Roads - Portishead ♪),"Oh, can't anybody see? The story of a lonely man I feel no more How can it feel this way? How can it feel this way?",-0.5996596018473307
iflXLg8bkNs.s3,gelati Prestige Sanson,"Prestige Sanson, tanto buono che ti commuoi",-0.3069964051246643
IHN0xUkgrqY.s48,trattori Same,"Trattori Same, Lamborghini, Urliman, il gruppo Same, 60 anni di tecnologia, Sì, ai potenzi",-0.4797664483388265
IHN0xUkgrqY.s49,Prosecco Maschio,"Il film è finito! Il film è finito! Prosecco Maschio Più che un rito, un piacere infinito",-0.8879195213317871
IHN0xUkgrqY.s8,One-o-one Sanpellegrino,Cento pollicine e una stella da Sanpellegrino One-o-one,-0.39308354729100276
IhpcIZmvK1o,Profumo Coco Chanel pubblicità spot 2019,dribble dribble dribble Eau de perfume intense Coco M.-C. Chanel,-2.4330500941122732
IHr02OkaB0g,Audi House of Progress at Milano Design Week 2022 | Audi Italia,Barcelona football match,-3.9304189682006836
IOHmIjJxtjo,📺 Spot Sky Calcio 2012/2013: Emozioni Illimitate sul Campo! ⚽🥅 | Pubblicità TV,⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 � ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽🥅 ⚽�,-0.09787754482693142
IoJ3B7EMHqw.s13,linea Match Line Philips,"DOLLY DOLLY DOLLY Cosa altro potrei fare? TV color i fi Philips Match Line Più video, più audio Philips Match Line",-0.6694011314242494
IoJ3B7EMHqw.s15,zaini Invicta,Invicta Tuta la libertad,-0.7954663549150739
IoJ3B7EMHqw.s19,viaggi Marlboro Country,Music,-0.9236915111541748
IP10PFS0xzo,“La forza delle cose semplici “ - Spot Sole 2019,Una camicia bianca per me funziona sempre Da bambina mi faceva sentire la più elegante di tutte Semplicemente me stessa per quel primo appuntamento e poi una mamma pronta per ogni grande abbraccio Funziona perché è semplice come sole Grazie alla sua formula con bicarbonato e olio di argan Ingredienti semplici espirati alla natura sole fa splendere tutti i capi sole la forza delle cose semplici,-0.21481186548868816
iSBMsdpXWx4,Mutti: ecco lo spot dedicato alle zuppe on air in occasione di Sanremo 2024,"Ivan, BMX VOля iste",-6.965951283772786
ixX9ptbPurk,Spot tv Camomilla - Camomilla Shoes - autunno 2009,Sottotitoli e revisione a cura di QTSS Sottotitoli e revisione a cura di QTSS,-0.5169000095791287
iY2OOMIql14.s44,Magnum Algida,Magnum Algida Magnum Algida Magnum Algida Live,-0.7230279445648193
iY2OOMIql14.s59,Citroen Xsara Picasso (♪ Musica: Sympathique - Pink Martini ♪),Citroen Xsara Picasso Citroen Xsara Picasso,-0.6963194847106934
iY2OOMIql14.s60,Gatorade,Gatorade,-0.7828797499338785
iyh2ERhZiwc,"Spot nuova Volkswagen Golf ""Das Auto"" - 2012",Golf. Das Auto. Das Auto.,-0.7746924161911011
j_UACIEWDto,Zegna profumo for man Spot 2013,Walmo the new fragrance from our men a Gildo Zegna,-0.7418800459967719
j1Jn9wZSA68,SPOT YARIS HYBRID  2017 italiano/italian aprile 2017,spost yaris hybrids  l'ibrido contagia la città ad aprile ti aspettiamo agli hybrid days,-0.8185035871422809
j-1Ygm4hkeU,Spot _ Nokia N-Gage (2003),T dignder deepest Engage.,-6.207701206207275
J756EaHEiHA.s5,spumante Asti Martini,"Brilla Asti Martini, brilla la vita.",-0.503290057182312
J756EaHEiHA.s7,Pinot di Pinot Gancia,Pinot di Pinot,-0.5584949851036072
JBmeZopfcxw.s5,banane Del Monte,il tuo regalo solo alle banane migliori l'uomo del monte ha detto sì sì al meglio sì alle banane del mondo,-0.22504216602870397
JCxjQ5BnMBw.s14,assorbenti Nuvenia Pocket,"Si Nuvenia Pocket, l'assorbente ripiegato in bustina oggi con il nuovo filtrante effetto asciutto Nuvenia Pocket Super, ultra sottile, proteggi slip",-0.327972412109375
JCxjQ5BnMBw.s22,"compilation ""Estate italiana"" - RTI Music",Nome l'amenale!,-0.9540114402770996
Jd9wT4DK5xA,"Spot McDonald's - E il tuo ordine, qual è? #2 - Pubblicità 2022",,
J-dEy_XaEqU,Spot Liu Jo Everybody Denim S/S 2023,Everybody Everybody Liu Jo,-0.9832865397135416
JElW3K8wdZU,Pubblicità SMART - 20 Maggio 2007 - spot Canale 5,New Smart Smart News nuova rata da 95 euro al mese nuovo diesel più purito del mercato nuova assicurazione smart no risk no cost 25 26 e 27 maggio in tutti gli smart center,-0.3119935405497648
jh59tcmcR-U,Spot sull'Euro (altra versione-2001),"1 Gennaio 2002 Arriva l'Euro per 300 milioni di Euro 12 Paesi, un unico grande mercato Un'unica moneta che facilita gli scambi E garantisce strada di tra economica Si cambia in Euro, ma la nostra vita resterà la stessa O basica www.mooji.org",-0.307381076577269
jJlr9BNWrM4.s16,Campari,"Please come back to me, oh fantasy I'm in love with you, our music Please come back to me, oh fantasy Campari's fantasy",-0.4551691327776228
jJlr9BNWrM4.s7,brandy Vecchia Romagna Etichetta Nera,Vecchia Romagna Etichetta Nera Tua sinceramente,-0.3347668011983236
jKmSSDb5XAU.s11,linea capelli Dove,e Danone.,-0.8269705772399902
jKmSSDb5XAU.s22,profumo Fahrenheit Dior,"Fifty-five. Three. Farnay, pour l'heure de Christian.",-0.9693994936735734
jKmSSDb5XAU.s23,Nokia serie 7000,Kia,-2.016641855239868
jKmSSDb5XAU.s29,Libero Adsl (♪ Musica: We are - Ana Johnson ♪),"Comandato Libero Adsl, navighi fino a 2 mega e i primi tre mesi sono gratis. Abbonati sul Libero.it o chiama il 150 milioni.",-0.39994700058646826
jKmSSDb5XAU.s37,profumo Touch of pink Lacoste,"Touch of pink, la nuova fragranza di lacoste",-0.3355792760848999
jKmSSDb5XAU.s40,orologi Breil,"Do you remember? It was a Latin summer night Do you remember, baby? Just dance with me, baby Oh, oh, baby, let's get it on Let's get to the break of dawn Oh, oh, just give a little song Oh, oh, baby, to the night of dawn",-0.43146402495247976
JNPGc5LT9nA.s10,dopobarba Denim Cult,NUEVO DENIM CULT Mierda... Nuevo Denim Cult El nuevo que no requiere más,-0.7280930970844469
JNPGc5LT9nA.s14,servizio Konexion ascensori Kone,a lucio! sei bloccato ragazzi c'è Konexion! qui Konexion arriviamo subito ma che davvero? ah è gagliardo eh! fate presto che ci perdiamo la finale! no no che non ve la perdete la finale! anche nel tuo ascensore può installare Konexion e sei in contatto viva voce con la patrullia di soccorso Kone 24 ore su 24 Konexion è un'esclusiva Kone ma che è stata in Desca? al servizio dell'ascensore,-0.4016885045749038
JNPGc5LT9nA.s4,birra Heineken,Give me a green Is it really you One a little,-0.6185489542344037
jPZd7EeJcAA,"Spot Audi A4 ""cubo di Rubik"" - 2010",apology for跳mer,-6.091654096330915
jqc4Lw-waKw.s2,maionese Legeresse Kraft,"Kraft Legeresse, you're born to light.",-0.7630525997706822
jQtr2gx5lLw.s18,Nissan Micra,"Nissan Micra, tutta un'altra cosa!",-0.6150736808776855
jS-W31SzXEM,Oki spray spot,Sottotitoli creati dalla comunità Amara.org Sottotitoli creati dalla comunità Amara.org,-0.3308844566345215
JTxbuc9QcJ4,Spot 2017   Nuovo SUV Peugeot 5008   Entrate in una nuova dimensione,Peugeot 5008   Entrate in una nuova dimensione Peugeot 5008   Entrate in una nuova dimensione,-0.5294665760464139
jWfwSXbrzsY.s7,orologi Calvin Klein,Thanks for watching!,-0.7813446181161063
jWZvKX3RvUU,Campari Red Passion Spot 2011 by Joel Schumacher,"L'atmosfera di Campari Red Passion Spot E se il vero piacere fosse già adesso? Sì, prima che tutto cominci. Quando l'atmosfera si carica di promesse e la tua testa di storie da vivere. Quando nulla ti può deludere perché tutto può ancora succedere. E tu pregusti un incontro, uno sguardo, l'idea di un finale diverso. In fondo, non è forse vero che l'attesa del piacere è essa stessa il piacere. Sottotitoli creati dalla comunità Amara.org",-0.581575536016208
JydwwlOSbWE,Orologi D&G - Collezione Dolce&Gabbana 2008,Collezione Dolce&Gabbana 2008 Collezione Dolce&Gabbana 2008,-0.5418756925142728
JYH6P-kgbNk,Spot Fiat Panda Cross 2014,"Ci l'hanno detto anche in tedesco, questo è il paese del 4x4, è un paese di foreste, di fango, di neve, pensateci domani mattina quando guaderete un fiume per portare i bambini o quando scenderete dalle montagne per fare la spesa o magari quando proverete a parcheggiare in centro. Panda Cross, Italia, land of Panda. Panda Cross, tua coll'esclusiva formula 4 Cross per una libertà senza confini, anche sabate e domenica. Sottotitoli creati dalla comunità Amara.org",-0.2609283719744001
K_1_7h5BCUA.s22,Magnesia S.Pellegrino,"Ah, io passerei la vita al sole. Da quando ho arredato il bagno con i mob? Da quando ho arredato il bagno con i mobili yachty? Per lei le altre stanze non esistono. Yachty, bagno e accessori. Cerca-lo sulle pagine gialle. John Grimley! John Grimley che dico al mio spazzaleve! No, no, no! Grimley, un film diretto da Joe Dante. Nei cinema della vostra città. Ah, io passerei la vita al sole. Dicono che fa male. Ma è stare in città e fare sempre la stessa vita che fa male. E non sai più come digerirla. Ah, è male che c'è sempre qualcuno che ne ha un po' a portata di mano. Magnesia S.Pellegrino La punta di un cucchiaio come antiacido o per digerire. Un po' di più per dare una mano all'intestino. Leggere attentamente le avvertenze.",-0.5773436682564872
